ID,Created,Title,Reason for desk reservation,DeskText,Reserved By,Check Out From,Check Out To,Check Out From Text,Check Out To Text,Check Out From Number,Check Out To Number,Service,Description,RoomReservation,Manager,Asset,RecurrenceFrequency,RecurrenceEndDate,MeetingCategory,RecurrenceID,RecurrenceDayName,RecurrenceTimes,OptionalAttendees,DeskFloor,IsRecurring,OutlookEventID,Created By,OutlookSeriesID,RecurrencePattern,ParentReservationID,Floor
368,10/28/2025 9:25,"lastName, firstName A. - Bldg. 8, RM105, Desk 11 @ 12/03/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 11","lastName, firstName A.",12/3/25 0:00,12/3/25 23:00,12/03/2025 00:00,12/03/2025 23:00,45994.00,45994.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/3/2025,Super User Training,66,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
369,10/28/2025 9:25,"lastName, firstName A. - Bldg. 8, RM105, Desk 12 @ 12/03/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 12","lastName, firstName A.",12/3/25 0:00,12/3/25 23:00,12/03/2025 00:00,12/03/2025 23:00,45994.00,45994.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/3/2025,Super User Training,66,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
370,10/28/2025 9:25,"lastName, firstName A. - Bldg. 8, RM105, Desk 13 @ 12/03/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 13","lastName, firstName A.",12/3/25 0:00,12/3/25 23:00,12/03/2025 00:00,12/03/2025 23:00,45994.00,45994.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/3/2025,Super User Training,66,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
371,10/28/2025 9:25,"lastName, firstName A. - Bldg. 8, RM105, Desk 14 @ 12/03/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 14","lastName, firstName A.",12/3/25 0:00,12/3/25 23:00,12/03/2025 00:00,12/03/2025 23:00,45994.00,45994.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/3/2025,Super User Training,66,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
372,10/28/2025 9:25,"lastName, firstName A. - Bldg. 8, RM105, Desk 15 @ 12/03/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 15","lastName, firstName A.",12/3/25 0:00,12/3/25 23:00,12/03/2025 00:00,12/03/2025 23:00,45994.00,45994.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/3/2025,Super User Training,66,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
373,10/28/2025 9:25,"lastName, firstName A. - Bldg. 8, RM105, Desk 16 @ 12/03/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 16","lastName, firstName A.",12/3/25 0:00,12/3/25 23:00,12/03/2025 00:00,12/03/2025 23:00,45994.00,45994.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/3/2025,Super User Training,66,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
374,10/28/2025 9:25,"lastName, firstName A. - Bldg. 8, RM105, Desk 2 @ 12/03/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 2","lastName, firstName A.",12/3/25 0:00,12/3/25 23:00,12/03/2025 00:00,12/03/2025 23:00,45994.00,45994.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/3/2025,Super User Training,66,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
375,10/28/2025 9:25,"lastName, firstName A. - Bldg. 8, RM105, Desk 3 @ 12/03/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 3","lastName, firstName A.",12/3/25 0:00,12/3/25 23:00,12/03/2025 00:00,12/03/2025 23:00,45994.00,45994.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/3/2025,Super User Training,66,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
376,10/28/2025 9:25,"lastName, firstName A. - Bldg. 8, RM105, Desk 4 @ 12/03/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 4","lastName, firstName A.",12/3/25 0:00,12/3/25 23:00,12/03/2025 00:00,12/03/2025 23:00,45994.00,45994.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/3/2025,Super User Training,66,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
377,10/28/2025 9:25,"lastName, firstName A. - Bldg. 8, RM105, Desk 5 @ 12/03/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 5","lastName, firstName A.",12/3/25 0:00,12/3/25 23:00,12/03/2025 00:00,12/03/2025 23:00,45994.00,45994.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/3/2025,Super User Training,66,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
378,10/28/2025 9:25,"lastName, firstName A. - Bldg. 8, RM105, Desk 6 @ 12/03/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 6","lastName, firstName A.",12/3/25 0:00,12/3/25 23:00,12/03/2025 00:00,12/03/2025 23:00,45994.00,45994.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/3/2025,Super User Training,66,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
379,10/28/2025 9:25,"lastName, firstName A. - Bldg. 8, RM105, Desk 7 @ 12/03/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 7","lastName, firstName A.",12/3/25 0:00,12/3/25 23:00,12/03/2025 00:00,12/03/2025 23:00,45994.00,45994.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/3/2025,Super User Training,66,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
380,10/28/2025 9:25,"lastName, firstName A. - Bldg. 8, RM105, Desk 8 @ 12/03/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 8","lastName, firstName A.",12/3/25 0:00,12/3/25 23:00,12/03/2025 00:00,12/03/2025 23:00,45994.00,45994.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/3/2025,Super User Training,66,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
381,10/28/2025 9:25,"lastName, firstName A. - Bldg. 8, RM105, Desk 9 @ 12/03/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 9","lastName, firstName A.",12/3/25 0:00,12/3/25 23:00,12/03/2025 00:00,12/03/2025 23:00,45994.00,45994.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/3/2025,Super User Training,66,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
382,10/28/2025 9:27,"lastName, firstName A. - Bldg. 8, RM105, Desk 1 @ 12/04/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 1","lastName, firstName A.",12/4/25 0:00,12/4/25 23:00,12/04/2025 00:00,12/04/2025 23:00,45995.00,45995.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/4/2025,Super User Training,67,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
383,10/28/2025 9:27,"lastName, firstName A. - Bldg. 8, RM105, Desk 10 @ 12/04/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 10","lastName, firstName A.",12/4/25 0:00,12/4/25 23:00,12/04/2025 00:00,12/04/2025 23:00,45995.00,45995.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/4/2025,Super User Training,67,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
384,10/28/2025 9:27,"lastName, firstName A. - Bldg. 8, RM105, Desk 11 @ 12/04/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 11","lastName, firstName A.",12/4/25 0:00,12/4/25 23:00,12/04/2025 00:00,12/04/2025 23:00,45995.00,45995.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/4/2025,Super User Training,67,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
385,10/28/2025 9:27,"lastName, firstName A. - Bldg. 8, RM105, Desk 12 @ 12/04/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 12","lastName, firstName A.",12/4/25 0:00,12/4/25 23:00,12/04/2025 00:00,12/04/2025 23:00,45995.00,45995.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/4/2025,Super User Training,67,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
386,10/28/2025 9:27,"lastName, firstName A. - Bldg. 8, RM105, Desk 13 @ 12/04/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 13","lastName, firstName A.",12/4/25 0:00,12/4/25 23:00,12/04/2025 00:00,12/04/2025 23:00,45995.00,45995.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/4/2025,Super User Training,67,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
387,10/28/2025 9:27,"lastName, firstName A. - Bldg. 8, RM105, Desk 14 @ 12/04/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 14","lastName, firstName A.",12/4/25 0:00,12/4/25 23:00,12/04/2025 00:00,12/04/2025 23:00,45995.00,45995.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/4/2025,Super User Training,67,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
388,10/28/2025 9:27,"lastName, firstName A. - Bldg. 8, RM105, Desk 15 @ 12/04/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 15","lastName, firstName A.",12/4/25 0:00,12/4/25 23:00,12/04/2025 00:00,12/04/2025 23:00,45995.00,45995.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/4/2025,Super User Training,67,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
389,10/28/2025 9:27,"lastName, firstName A. - Bldg. 8, RM105, Desk 16 @ 12/04/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 16","lastName, firstName A.",12/4/25 0:00,12/4/25 23:00,12/04/2025 00:00,12/04/2025 23:00,45995.00,45995.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/4/2025,Super User Training,67,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
390,10/28/2025 9:27,"lastName, firstName A. - Bldg. 8, RM105, Desk 2 @ 12/04/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 2","lastName, firstName A.",12/4/25 0:00,12/4/25 23:00,12/04/2025 00:00,12/04/2025 23:00,45995.00,45995.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/4/2025,Super User Training,67,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
391,10/28/2025 9:27,"lastName, firstName A. - Bldg. 8, RM105, Desk 3 @ 12/04/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 3","lastName, firstName A.",12/4/25 0:00,12/4/25 23:00,12/04/2025 00:00,12/04/2025 23:00,45995.00,45995.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/4/2025,Super User Training,67,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
392,10/28/2025 9:27,"lastName, firstName A. - Bldg. 8, RM105, Desk 4 @ 12/04/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 4","lastName, firstName A.",12/4/25 0:00,12/4/25 23:00,12/04/2025 00:00,12/04/2025 23:00,45995.00,45995.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/4/2025,Super User Training,67,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
393,10/28/2025 9:27,"lastName, firstName A. - Bldg. 8, RM105, Desk 5 @ 12/04/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 5","lastName, firstName A.",12/4/25 0:00,12/4/25 23:00,12/04/2025 00:00,12/04/2025 23:00,45995.00,45995.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/4/2025,Super User Training,67,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
394,10/28/2025 9:27,"lastName, firstName A. - Bldg. 8, RM105, Desk 6 @ 12/04/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 6","lastName, firstName A.",12/4/25 0:00,12/4/25 23:00,12/04/2025 00:00,12/04/2025 23:00,45995.00,45995.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/4/2025,Super User Training,67,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
395,10/28/2025 9:27,"lastName, firstName A. - Bldg. 8, RM105, Desk 7 @ 12/04/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 7","lastName, firstName A.",12/4/25 0:00,12/4/25 23:00,12/04/2025 00:00,12/04/2025 23:00,45995.00,45995.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/4/2025,Super User Training,67,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
396,10/28/2025 9:27,"lastName, firstName A. - Bldg. 8, RM105, Desk 8 @ 12/04/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 8","lastName, firstName A.",12/4/25 0:00,12/4/25 23:00,12/04/2025 00:00,12/04/2025 23:00,45995.00,45995.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/4/2025,Super User Training,67,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
397,10/28/2025 9:27,"lastName, firstName A. - Bldg. 8, RM105, Desk 9 @ 12/04/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 9","lastName, firstName A.",12/4/25 0:00,12/4/25 23:00,12/04/2025 00:00,12/04/2025 23:00,45995.00,45995.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/4/2025,Super User Training,67,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
398,10/28/2025 9:28,"lastName, firstName A. - Bldg. 8, RM105, Desk 1 @ 12/05/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 1","lastName, firstName A.",12/5/25 0:00,12/5/25 23:00,12/05/2025 00:00,12/05/2025 23:00,45996.00,45996.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/5/2025,Super User Training,68,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
399,10/28/2025 9:28,"lastName, firstName A. - Bldg. 8, RM105, Desk 10 @ 12/05/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 10","lastName, firstName A.",12/5/25 0:00,12/5/25 23:00,12/05/2025 00:00,12/05/2025 23:00,45996.00,45996.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/5/2025,Super User Training,68,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
400,10/28/2025 9:28,"lastName, firstName A. - Bldg. 8, RM105, Desk 11 @ 12/05/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 11","lastName, firstName A.",12/5/25 0:00,12/5/25 23:00,12/05/2025 00:00,12/05/2025 23:00,45996.00,45996.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/5/2025,Super User Training,68,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
401,10/28/2025 9:28,"lastName, firstName A. - Bldg. 8, RM105, Desk 12 @ 12/05/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 12","lastName, firstName A.",12/5/25 0:00,12/5/25 23:00,12/05/2025 00:00,12/05/2025 23:00,45996.00,45996.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/5/2025,Super User Training,68,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
402,10/28/2025 9:28,"lastName, firstName A. - Bldg. 8, RM105, Desk 13 @ 12/05/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 13","lastName, firstName A.",12/5/25 0:00,12/5/25 23:00,12/05/2025 00:00,12/05/2025 23:00,45996.00,45996.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/5/2025,Super User Training,68,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
403,10/28/2025 9:28,"lastName, firstName A. - Bldg. 8, RM105, Desk 14 @ 12/05/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 14","lastName, firstName A.",12/5/25 0:00,12/5/25 23:00,12/05/2025 00:00,12/05/2025 23:00,45996.00,45996.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/5/2025,Super User Training,68,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
404,10/28/2025 9:28,"lastName, firstName A. - Bldg. 8, RM105, Desk 15 @ 12/05/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 15","lastName, firstName A.",12/5/25 0:00,12/5/25 23:00,12/05/2025 00:00,12/05/2025 23:00,45996.00,45996.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/5/2025,Super User Training,68,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
405,10/28/2025 9:28,"lastName, firstName A. - Bldg. 8, RM105, Desk 16 @ 12/05/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 16","lastName, firstName A.",12/5/25 0:00,12/5/25 23:00,12/05/2025 00:00,12/05/2025 23:00,45996.00,45996.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/5/2025,Super User Training,68,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
406,10/28/2025 9:28,"lastName, firstName A. - Bldg. 8, RM105, Desk 2 @ 12/05/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 2","lastName, firstName A.",12/5/25 0:00,12/5/25 23:00,12/05/2025 00:00,12/05/2025 23:00,45996.00,45996.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/5/2025,Super User Training,68,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
407,10/28/2025 9:28,"lastName, firstName A. - Bldg. 8, RM105, Desk 3 @ 12/05/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 3","lastName, firstName A.",12/5/25 0:00,12/5/25 23:00,12/05/2025 00:00,12/05/2025 23:00,45996.00,45996.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/5/2025,Super User Training,68,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
408,10/28/2025 9:28,"lastName, firstName A. - Bldg. 8, RM105, Desk 4 @ 12/05/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 4","lastName, firstName A.",12/5/25 0:00,12/5/25 23:00,12/05/2025 00:00,12/05/2025 23:00,45996.00,45996.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/5/2025,Super User Training,68,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
409,10/28/2025 9:28,"lastName, firstName A. - Bldg. 8, RM105, Desk 5 @ 12/05/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 5","lastName, firstName A.",12/5/25 0:00,12/5/25 23:00,12/05/2025 00:00,12/05/2025 23:00,45996.00,45996.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/5/2025,Super User Training,68,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
410,10/28/2025 9:28,"lastName, firstName A. - Bldg. 8, RM105, Desk 6 @ 12/05/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 6","lastName, firstName A.",12/5/25 0:00,12/5/25 23:00,12/05/2025 00:00,12/05/2025 23:00,45996.00,45996.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/5/2025,Super User Training,68,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
411,10/28/2025 9:28,"lastName, firstName A. - Bldg. 8, RM105, Desk 7 @ 12/05/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 7","lastName, firstName A.",12/5/25 0:00,12/5/25 23:00,12/05/2025 00:00,12/05/2025 23:00,45996.00,45996.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/5/2025,Super User Training,68,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
412,10/28/2025 9:28,"lastName, firstName A. - Bldg. 8, RM105, Desk 8 @ 12/05/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 8","lastName, firstName A.",12/5/25 0:00,12/5/25 23:00,12/05/2025 00:00,12/05/2025 23:00,45996.00,45996.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/5/2025,Super User Training,68,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
413,10/28/2025 9:28,"lastName, firstName A. - Bldg. 8, RM105, Desk 9 @ 12/05/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 9","lastName, firstName A.",12/5/25 0:00,12/5/25 23:00,12/05/2025 00:00,12/05/2025 23:00,45996.00,45996.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/5/2025,Super User Training,68,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
414,10/28/2025 9:31,"lastName, firstName A. - Bldg. 8, RM105, Desk 1 @ 12/08/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 1","lastName, firstName A.",12/8/25 0:00,12/8/25 23:00,12/08/2025 00:00,12/08/2025 23:00,45999.00,45999.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/8/2025,Super User Training,69,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
415,10/28/2025 9:31,"lastName, firstName A. - Bldg. 8, RM105, Desk 10 @ 12/08/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 10","lastName, firstName A.",12/8/25 0:00,12/8/25 23:00,12/08/2025 00:00,12/08/2025 23:00,45999.00,45999.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/8/2025,Super User Training,69,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
416,10/28/2025 9:31,"lastName, firstName A. - Bldg. 8, RM105, Desk 11 @ 12/08/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 11","lastName, firstName A.",12/8/25 0:00,12/8/25 23:00,12/08/2025 00:00,12/08/2025 23:00,45999.00,45999.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/8/2025,Super User Training,69,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
417,10/28/2025 9:31,"lastName, firstName A. - Bldg. 8, RM105, Desk 12 @ 12/08/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 12","lastName, firstName A.",12/8/25 0:00,12/8/25 23:00,12/08/2025 00:00,12/08/2025 23:00,45999.00,45999.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/8/2025,Super User Training,69,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
418,10/28/2025 9:31,"lastName, firstName A. - Bldg. 8, RM105, Desk 13 @ 12/08/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 13","lastName, firstName A.",12/8/25 0:00,12/8/25 23:00,12/08/2025 00:00,12/08/2025 23:00,45999.00,45999.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/8/2025,Super User Training,69,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
419,10/28/2025 9:31,"lastName, firstName A. - Bldg. 8, RM105, Desk 14 @ 12/08/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 14","lastName, firstName A.",12/8/25 0:00,12/8/25 23:00,12/08/2025 00:00,12/08/2025 23:00,45999.00,45999.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/8/2025,Super User Training,69,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
420,10/28/2025 9:31,"lastName, firstName A. - Bldg. 8, RM105, Desk 15 @ 12/08/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 15","lastName, firstName A.",12/8/25 0:00,12/8/25 23:00,12/08/2025 00:00,12/08/2025 23:00,45999.00,45999.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/8/2025,Super User Training,69,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
421,10/28/2025 9:31,"lastName, firstName A. - Bldg. 8, RM105, Desk 16 @ 12/08/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 16","lastName, firstName A.",12/8/25 0:00,12/8/25 23:00,12/08/2025 00:00,12/08/2025 23:00,45999.00,45999.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/8/2025,Super User Training,69,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
422,10/28/2025 9:31,"lastName, firstName A. - Bldg. 8, RM105, Desk 2 @ 12/08/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 2","lastName, firstName A.",12/8/25 0:00,12/8/25 23:00,12/08/2025 00:00,12/08/2025 23:00,45999.00,45999.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/8/2025,Super User Training,69,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
423,10/28/2025 9:31,"lastName, firstName A. - Bldg. 8, RM105, Desk 3 @ 12/08/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 3","lastName, firstName A.",12/8/25 0:00,12/8/25 23:00,12/08/2025 00:00,12/08/2025 23:00,45999.00,45999.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/8/2025,Super User Training,69,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
424,10/28/2025 9:31,"lastName, firstName A. - Bldg. 8, RM105, Desk 4 @ 12/08/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 4","lastName, firstName A.",12/8/25 0:00,12/8/25 23:00,12/08/2025 00:00,12/08/2025 23:00,45999.00,45999.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/8/2025,Super User Training,69,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
425,10/28/2025 9:31,"lastName, firstName A. - Bldg. 8, RM105, Desk 5 @ 12/08/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 5","lastName, firstName A.",12/8/25 0:00,12/8/25 23:00,12/08/2025 00:00,12/08/2025 23:00,45999.00,45999.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/8/2025,Super User Training,69,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
426,10/28/2025 9:31,"lastName, firstName A. - Bldg. 8, RM105, Desk 6 @ 12/08/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 6","lastName, firstName A.",12/8/25 0:00,12/8/25 23:00,12/08/2025 00:00,12/08/2025 23:00,45999.00,45999.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/8/2025,Super User Training,69,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
427,10/28/2025 9:31,"lastName, firstName A. - Bldg. 8, RM105, Desk 7 @ 12/08/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 7","lastName, firstName A.",12/8/25 0:00,12/8/25 23:00,12/08/2025 00:00,12/08/2025 23:00,45999.00,45999.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/8/2025,Super User Training,69,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
