ID,Created,Title,Reason for desk reservation,DeskText,Reserved By,Check Out From,Check Out To,Check Out From Text,Check Out To Text,Check Out From Number,Check Out To Number,Service,Description,RoomReservation,Manager,Asset,RecurrenceFrequency,RecurrenceEndDate,MeetingCategory,RecurrenceID,RecurrenceDayName,RecurrenceTimes,OptionalAttendees,DeskFloor,IsRecurring,OutlookEventID,Created By,OutlookSeriesID,RecurrencePattern,ParentReservationID,Floor
1108,10/29/2025 9:53,"lastName, firstName A. - Bldg. 9, RM206, Desk 3 @ 11/19/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 3","lastName, firstName A.",11/19/25 0:00,11/19/25 23:00,11/19/2025 00:00,11/19/2025 23:00,45980.00,45980.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/19/2025,Super User Training,144,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1109,10/29/2025 9:53,"lastName, firstName A. - Bldg. 9, RM206, Desk 4 @ 11/19/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 4","lastName, firstName A.",11/19/25 0:00,11/19/25 23:00,11/19/2025 00:00,11/19/2025 23:00,45980.00,45980.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/19/2025,Super User Training,144,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1110,10/29/2025 9:53,"lastName, firstName A. - Bldg. 9, RM206, Desk 5 @ 11/19/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 5","lastName, firstName A.",11/19/25 0:00,11/19/25 23:00,11/19/2025 00:00,11/19/2025 23:00,45980.00,45980.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/19/2025,Super User Training,144,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1111,10/29/2025 9:53,"lastName, firstName A. - Bldg. 9, RM206, Desk 6 @ 11/19/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 6","lastName, firstName A.",11/19/25 0:00,11/19/25 23:00,11/19/2025 00:00,11/19/2025 23:00,45980.00,45980.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/19/2025,Super User Training,144,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1112,10/29/2025 9:53,"lastName, firstName A. - Bldg. 9, RM206, Desk 7 @ 11/19/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 7","lastName, firstName A.",11/19/25 0:00,11/19/25 23:00,11/19/2025 00:00,11/19/2025 23:00,45980.00,45980.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/19/2025,Super User Training,144,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1113,10/29/2025 9:53,"lastName, firstName A. - Bldg. 9, RM206, Desk 8 @ 11/19/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 8","lastName, firstName A.",11/19/25 0:00,11/19/25 23:00,11/19/2025 00:00,11/19/2025 23:00,45980.00,45980.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/19/2025,Super User Training,144,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1114,10/29/2025 9:53,"lastName, firstName A. - Bldg. 9, RM206, Desk 9 @ 11/19/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 9","lastName, firstName A.",11/19/25 0:00,11/19/25 23:00,11/19/2025 00:00,11/19/2025 23:00,45980.00,45980.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/19/2025,Super User Training,144,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1115,10/29/2025 9:54,"lastName, firstName A. - Bldg. 9, RM206, Desk 1  @ 11/20/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 1 ","lastName, firstName A.",11/20/25 0:00,11/20/25 23:00,11/20/2025 00:00,11/20/2025 23:00,45981.00,45981.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/20/2025,Super User Training,145,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1116,10/29/2025 9:54,"lastName, firstName A. - Bldg. 9, RM206, Desk 10 @ 11/20/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 10","lastName, firstName A.",11/20/25 0:00,11/20/25 23:00,11/20/2025 00:00,11/20/2025 23:00,45981.00,45981.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/20/2025,Super User Training,145,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1117,10/29/2025 9:54,"lastName, firstName A. - Bldg. 9, RM206, Desk 11 @ 11/20/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 11","lastName, firstName A.",11/20/25 0:00,11/20/25 23:00,11/20/2025 00:00,11/20/2025 23:00,45981.00,45981.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/20/2025,Super User Training,145,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1118,10/29/2025 9:54,"lastName, firstName A. - Bldg. 9, RM206, Desk 12 @ 11/20/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 12","lastName, firstName A.",11/20/25 0:00,11/20/25 23:00,11/20/2025 00:00,11/20/2025 23:00,45981.00,45981.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/20/2025,Super User Training,145,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1119,10/29/2025 9:54,"lastName, firstName A. - Bldg. 9, RM206, Desk 2 @ 11/20/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 2","lastName, firstName A.",11/20/25 0:00,11/20/25 23:00,11/20/2025 00:00,11/20/2025 23:00,45981.00,45981.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/20/2025,Super User Training,145,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1120,10/29/2025 9:54,"lastName, firstName A. - Bldg. 9, RM206, Desk 3 @ 11/20/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 3","lastName, firstName A.",11/20/25 0:00,11/20/25 23:00,11/20/2025 00:00,11/20/2025 23:00,45981.00,45981.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/20/2025,Super User Training,145,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1121,10/29/2025 9:54,"lastName, firstName A. - Bldg. 9, RM206, Desk 4 @ 11/20/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 4","lastName, firstName A.",11/20/25 0:00,11/20/25 23:00,11/20/2025 00:00,11/20/2025 23:00,45981.00,45981.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/20/2025,Super User Training,145,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1122,10/29/2025 9:54,"lastName, firstName A. - Bldg. 9, RM206, Desk 5 @ 11/20/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 5","lastName, firstName A.",11/20/25 0:00,11/20/25 23:00,11/20/2025 00:00,11/20/2025 23:00,45981.00,45981.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/20/2025,Super User Training,145,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1123,10/29/2025 9:54,"lastName, firstName A. - Bldg. 9, RM206, Desk 6 @ 11/20/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 6","lastName, firstName A.",11/20/25 0:00,11/20/25 23:00,11/20/2025 00:00,11/20/2025 23:00,45981.00,45981.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/20/2025,Super User Training,145,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1124,10/29/2025 9:54,"lastName, firstName A. - Bldg. 9, RM206, Desk 7 @ 11/20/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 7","lastName, firstName A.",11/20/25 0:00,11/20/25 23:00,11/20/2025 00:00,11/20/2025 23:00,45981.00,45981.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/20/2025,Super User Training,145,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1125,10/29/2025 9:54,"lastName, firstName A. - Bldg. 9, RM206, Desk 8 @ 11/20/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 8","lastName, firstName A.",11/20/25 0:00,11/20/25 23:00,11/20/2025 00:00,11/20/2025 23:00,45981.00,45981.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/20/2025,Super User Training,145,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1126,10/29/2025 9:54,"lastName, firstName A. - Bldg. 9, RM206, Desk 9 @ 11/20/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 9","lastName, firstName A.",11/20/25 0:00,11/20/25 23:00,11/20/2025 00:00,11/20/2025 23:00,45981.00,45981.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/20/2025,Super User Training,145,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1127,10/29/2025 9:57,"lastName, firstName A. - Bldg. 9, RM206, Desk 6 @ 12/02/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 6","lastName, firstName A.",12/2/25 0:00,12/2/25 23:00,12/02/2025 00:00,12/02/2025 23:00,45993.00,45993.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/2/2025,Super User Training,146,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1128,10/29/2025 9:57,"lastName, firstName A. - Bldg. 9, RM206, Desk 1  @ 12/02/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 1 ","lastName, firstName A.",12/2/25 0:00,12/2/25 23:00,12/02/2025 00:00,12/02/2025 23:00,45993.00,45993.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/2/2025,Super User Training,146,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1129,10/29/2025 9:57,"lastName, firstName A. - Bldg. 9, RM206, Desk 10 @ 12/02/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 10","lastName, firstName A.",12/2/25 0:00,12/2/25 23:00,12/02/2025 00:00,12/02/2025 23:00,45993.00,45993.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/2/2025,Super User Training,146,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1130,10/29/2025 9:57,"lastName, firstName A. - Bldg. 9, RM206, Desk 11 @ 12/02/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 11","lastName, firstName A.",12/2/25 0:00,12/2/25 23:00,12/02/2025 00:00,12/02/2025 23:00,45993.00,45993.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/2/2025,Super User Training,146,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1131,10/29/2025 9:57,"lastName, firstName A. - Bldg. 9, RM206, Desk 12 @ 12/02/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 12","lastName, firstName A.",12/2/25 0:00,12/2/25 23:00,12/02/2025 00:00,12/02/2025 23:00,45993.00,45993.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/2/2025,Super User Training,146,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1132,10/29/2025 9:57,"lastName, firstName A. - Bldg. 9, RM206, Desk 2 @ 12/02/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 2","lastName, firstName A.",12/2/25 0:00,12/2/25 23:00,12/02/2025 00:00,12/02/2025 23:00,45993.00,45993.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/2/2025,Super User Training,146,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1133,10/29/2025 9:57,"lastName, firstName A. - Bldg. 9, RM206, Desk 3 @ 12/02/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 3","lastName, firstName A.",12/2/25 0:00,12/2/25 23:00,12/02/2025 00:00,12/02/2025 23:00,45993.00,45993.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/2/2025,Super User Training,146,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1134,10/29/2025 9:57,"lastName, firstName A. - Bldg. 9, RM206, Desk 4 @ 12/02/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 4","lastName, firstName A.",12/2/25 0:00,12/2/25 23:00,12/02/2025 00:00,12/02/2025 23:00,45993.00,45993.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/2/2025,Super User Training,146,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1135,10/29/2025 9:57,"lastName, firstName A. - Bldg. 9, RM206, Desk 5 @ 12/02/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 5","lastName, firstName A.",12/2/25 0:00,12/2/25 23:00,12/02/2025 00:00,12/02/2025 23:00,45993.00,45993.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/2/2025,Super User Training,146,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1136,10/29/2025 9:57,"lastName, firstName A. - Bldg. 9, RM206, Desk 6 @ 12/02/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 6","lastName, firstName A.",12/2/25 0:00,12/2/25 23:00,12/02/2025 00:00,12/02/2025 23:00,45993.00,45993.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/2/2025,Super User Training,146,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1137,10/29/2025 9:57,"lastName, firstName A. - Bldg. 9, RM206, Desk 7 @ 12/02/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 7","lastName, firstName A.",12/2/25 0:00,12/2/25 23:00,12/02/2025 00:00,12/02/2025 23:00,45993.00,45993.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/2/2025,Super User Training,146,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1138,10/29/2025 9:57,"lastName, firstName A. - Bldg. 9, RM206, Desk 8 @ 12/02/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 8","lastName, firstName A.",12/2/25 0:00,12/2/25 23:00,12/02/2025 00:00,12/02/2025 23:00,45993.00,45993.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/2/2025,Super User Training,146,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1139,10/29/2025 9:57,"lastName, firstName A. - Bldg. 9, RM206, Desk 9 @ 12/02/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 9","lastName, firstName A.",12/2/25 0:00,12/2/25 23:00,12/02/2025 00:00,12/02/2025 23:00,45993.00,45993.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/2/2025,Super User Training,146,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1140,10/29/2025 9:58,"lastName, firstName A. - Bldg. 9, RM206, Desk 1  @ 12/03/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 1 ","lastName, firstName A.",12/3/25 0:00,12/3/25 23:00,12/03/2025 00:00,12/03/2025 23:00,45994.00,45994.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/3/2025,Super User Training,147,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1141,10/29/2025 9:58,"lastName, firstName A. - Bldg. 9, RM206, Desk 10 @ 12/03/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 10","lastName, firstName A.",12/3/25 0:00,12/3/25 23:00,12/03/2025 00:00,12/03/2025 23:00,45994.00,45994.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/3/2025,Super User Training,147,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1142,10/29/2025 9:58,"lastName, firstName A. - Bldg. 9, RM206, Desk 11 @ 12/03/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 11","lastName, firstName A.",12/3/25 0:00,12/3/25 23:00,12/03/2025 00:00,12/03/2025 23:00,45994.00,45994.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/3/2025,Super User Training,147,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1143,10/29/2025 9:58,"lastName, firstName A. - Bldg. 9, RM206, Desk 12 @ 12/03/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 12","lastName, firstName A.",12/3/25 0:00,12/3/25 23:00,12/03/2025 00:00,12/03/2025 23:00,45994.00,45994.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/3/2025,Super User Training,147,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1144,10/29/2025 9:58,"lastName, firstName A. - Bldg. 9, RM206, Desk 2 @ 12/03/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 2","lastName, firstName A.",12/3/25 0:00,12/3/25 23:00,12/03/2025 00:00,12/03/2025 23:00,45994.00,45994.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/3/2025,Super User Training,147,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1145,10/29/2025 9:58,"lastName, firstName A. - Bldg. 9, RM206, Desk 3 @ 12/03/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 3","lastName, firstName A.",12/3/25 0:00,12/3/25 23:00,12/03/2025 00:00,12/03/2025 23:00,45994.00,45994.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/3/2025,Super User Training,147,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1146,10/29/2025 9:58,"lastName, firstName A. - Bldg. 9, RM206, Desk 4 @ 12/03/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 4","lastName, firstName A.",12/3/25 0:00,12/3/25 23:00,12/03/2025 00:00,12/03/2025 23:00,45994.00,45994.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/3/2025,Super User Training,147,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1147,10/29/2025 9:58,"lastName, firstName A. - Bldg. 9, RM206, Desk 5 @ 12/03/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 5","lastName, firstName A.",12/3/25 0:00,12/3/25 23:00,12/03/2025 00:00,12/03/2025 23:00,45994.00,45994.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/3/2025,Super User Training,147,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1148,10/29/2025 9:58,"lastName, firstName A. - Bldg. 9, RM206, Desk 6 @ 12/03/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 6","lastName, firstName A.",12/3/25 0:00,12/3/25 23:00,12/03/2025 00:00,12/03/2025 23:00,45994.00,45994.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/3/2025,Super User Training,147,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1149,10/29/2025 9:58,"lastName, firstName A. - Bldg. 9, RM206, Desk 7 @ 12/03/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 7","lastName, firstName A.",12/3/25 0:00,12/3/25 23:00,12/03/2025 00:00,12/03/2025 23:00,45994.00,45994.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/3/2025,Super User Training,147,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1150,10/29/2025 9:58,"lastName, firstName A. - Bldg. 9, RM206, Desk 8 @ 12/03/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 8","lastName, firstName A.",12/3/25 0:00,12/3/25 23:00,12/03/2025 00:00,12/03/2025 23:00,45994.00,45994.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/3/2025,Super User Training,147,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1151,10/29/2025 9:58,"lastName, firstName A. - Bldg. 9, RM206, Desk 9 @ 12/03/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 9","lastName, firstName A.",12/3/25 0:00,12/3/25 23:00,12/03/2025 00:00,12/03/2025 23:00,45994.00,45994.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/3/2025,Super User Training,147,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1152,10/29/2025 9:59,"lastName, firstName A. - Bldg. 9, RM206, Desk 1  @ 12/04/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 1 ","lastName, firstName A.",12/4/25 0:00,12/4/25 23:00,12/04/2025 00:00,12/04/2025 23:00,45995.00,45995.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/4/2025,Super User Training,148,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1153,10/29/2025 9:59,"lastName, firstName A. - Bldg. 9, RM206, Desk 10 @ 12/04/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 10","lastName, firstName A.",12/4/25 0:00,12/4/25 23:00,12/04/2025 00:00,12/04/2025 23:00,45995.00,45995.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/4/2025,Super User Training,148,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1154,10/29/2025 9:59,"lastName, firstName A. - Bldg. 9, RM206, Desk 11 @ 12/04/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 11","lastName, firstName A.",12/4/25 0:00,12/4/25 23:00,12/04/2025 00:00,12/04/2025 23:00,45995.00,45995.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/4/2025,Super User Training,148,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1155,10/29/2025 9:59,"lastName, firstName A. - Bldg. 9, RM206, Desk 12 @ 12/04/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 12","lastName, firstName A.",12/4/25 0:00,12/4/25 23:00,12/04/2025 00:00,12/04/2025 23:00,45995.00,45995.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/4/2025,Super User Training,148,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1156,10/29/2025 9:59,"lastName, firstName A. - Bldg. 9, RM206, Desk 2 @ 12/04/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 2","lastName, firstName A.",12/4/25 0:00,12/4/25 23:00,12/04/2025 00:00,12/04/2025 23:00,45995.00,45995.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/4/2025,Super User Training,148,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1157,10/29/2025 9:59,"lastName, firstName A. - Bldg. 9, RM206, Desk 3 @ 12/04/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 3","lastName, firstName A.",12/4/25 0:00,12/4/25 23:00,12/04/2025 00:00,12/04/2025 23:00,45995.00,45995.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/4/2025,Super User Training,148,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1158,10/29/2025 9:59,"lastName, firstName A. - Bldg. 9, RM206, Desk 4 @ 12/04/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 4","lastName, firstName A.",12/4/25 0:00,12/4/25 23:00,12/04/2025 00:00,12/04/2025 23:00,45995.00,45995.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/4/2025,Super User Training,148,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1159,10/29/2025 9:59,"lastName, firstName A. - Bldg. 9, RM206, Desk 5 @ 12/04/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 5","lastName, firstName A.",12/4/25 0:00,12/4/25 23:00,12/04/2025 00:00,12/04/2025 23:00,45995.00,45995.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/4/2025,Super User Training,148,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1160,10/29/2025 9:59,"lastName, firstName A. - Bldg. 9, RM206, Desk 6 @ 12/04/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 6","lastName, firstName A.",12/4/25 0:00,12/4/25 23:00,12/04/2025 00:00,12/04/2025 23:00,45995.00,45995.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/4/2025,Super User Training,148,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1161,10/29/2025 9:59,"lastName, firstName A. - Bldg. 9, RM206, Desk 7 @ 12/04/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 7","lastName, firstName A.",12/4/25 0:00,12/4/25 23:00,12/04/2025 00:00,12/04/2025 23:00,45995.00,45995.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/4/2025,Super User Training,148,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1162,10/29/2025 9:59,"lastName, firstName A. - Bldg. 9, RM206, Desk 8 @ 12/04/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 8","lastName, firstName A.",12/4/25 0:00,12/4/25 23:00,12/04/2025 00:00,12/04/2025 23:00,45995.00,45995.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/4/2025,Super User Training,148,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1163,10/29/2025 9:59,"lastName, firstName A. - Bldg. 9, RM206, Desk 9 @ 12/04/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 9","lastName, firstName A.",12/4/25 0:00,12/4/25 23:00,12/04/2025 00:00,12/04/2025 23:00,45995.00,45995.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/4/2025,Super User Training,148,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1164,10/29/2025 10:00,"lastName, firstName A. - Bldg. 9, RM206, Desk 1  @ 12/05/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 1 ","lastName, firstName A.",12/5/25 0:00,12/5/25 23:00,12/05/2025 00:00,12/05/2025 23:00,45996.00,45996.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/5/2025,Super User Training,149,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1165,10/29/2025 10:00,"lastName, firstName A. - Bldg. 9, RM206, Desk 10 @ 12/05/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 10","lastName, firstName A.",12/5/25 0:00,12/5/25 23:00,12/05/2025 00:00,12/05/2025 23:00,45996.00,45996.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/5/2025,Super User Training,149,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1166,10/29/2025 10:00,"lastName, firstName A. - Bldg. 9, RM206, Desk 11 @ 12/05/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 11","lastName, firstName A.",12/5/25 0:00,12/5/25 23:00,12/05/2025 00:00,12/05/2025 23:00,45996.00,45996.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/5/2025,Super User Training,149,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
1167,10/29/2025 10:00,"lastName, firstName A. - Bldg. 9, RM206, Desk 12 @ 12/05/2025 00:00",Learning Labs,"Bldg. 9, RM206, Desk 12","lastName, firstName A.",12/5/25 0:00,12/5/25 23:00,12/05/2025 00:00,12/05/2025 23:00,45996.00,45996.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/5/2025,Super User Training,149,,,,"Bldg. 9, RM206",TRUE,,"lastName, firstName A.",,,,
